epoch,train_loss,val_loss
1,7.364021644266242,2.295131642028598
2,2.7415895879370535,2.1605962779990002
3,2.562815362693917,2.108348802189154
4,2.4789149349978845,2.0915247715689653
5,2.4208522182040744,2.0619505210522493
6,2.3803358615973056,2.0605458640979113
7,2.3505308552684947,2.0461706531925437
8,2.3305379609572583,2.0419289274084056
9,2.314430134316795,2.0408000671790423
10,2.3089999747276306,2.03836249098456
